rozmiar,wynik,czas
5x5,100.0,1.2539854049682617
5x5,100.0,1.2512221336364746
5x5,100.0,1.2174832820892334
5x5,100.0,1.2155542373657227
5x5,100.0,1.1849110126495361
5x5,100.0,1.195784330368042
5x5,100.0,1.1876716613769531
5x5,100.0,1.102034091949463
5x5,100.0,0.7951483726501465
5x5,100.0,0.7359585762023926
5x5,100.0,0.7355575561523438
5x5,100.0,0.7371971607208252
5x5,100.0,0.7264256477355957
5x5,100.0,0.7315020561218262
5x5,100.0,0.7421755790710449
5x5,100.0,0.7264001369476318
5x5,100.0,0.745734691619873
5x5,100.0,0.734736442565918
5x5,100.0,0.7412388324737549
5x5,100.0,0.7442836761474609
5x5,100.0,0.7425987720489502
5x5,100.0,0.7387900352478027
5x5,100.0,0.7374184131622314
5x5,100.0,0.7131125926971436
5x5,100.0,0.735849142074585
5x5,100.0,0.7189056873321533
5x5,100.0,0.7370936870574951
5x5,100.0,0.7368199825286865
5x5,100.0,0.7184035778045654
5x5,100.0,0.7311451435089111
5x5,100.0,0.7324066162109375
5x5,100.0,0.7369904518127441
5x5,100.0,0.7458336353302002
5x5,100.0,0.7373833656311035
5x5,100.0,0.7209429740905762
5x5,100.0,0.7501304149627686
5x5,100.0,0.7493228912353516
5x5,100.0,0.7358908653259277
5x5,100.0,0.7258667945861816
5x5,100.0,0.7299110889434814
5x5,100.0,0.7386317253112793
5x5,100.0,0.7341108322143555
5x5,100.0,0.7403104305267334
5x5,100.0,0.7354404926300049
5x5,100.0,0.716301441192627
5x5,100.0,0.741741418838501
5x5,100.0,0.7405145168304443
5x5,100.0,0.7384092807769775
5x5,100.0,0.7161438465118408
5x5,100.0,0.7299609184265137
5x5,100.0,0.735454797744751
5x5,100.0,0.7420942783355713
5x5,100.0,0.7234339714050293
5x5,100.0,0.7212586402893066
5x5,100.0,0.7350454330444336
5x5,100.0,0.7325577735900879
5x5,100.0,0.7295141220092773
5x5,100.0,0.7303905487060547
5x5,100.0,0.7350823879241943
5x5,100.0,0.717458963394165
5x5,100.0,0.7203261852264404
5x5,100.0,0.7192137241363525
5x5,100.0,0.7213037014007568
5x5,100.0,0.7320296764373779
5x5,100.0,0.7360577583312988
5x5,100.0,0.7134661674499512
5x5,100.0,0.719550371170044
5x5,100.0,0.7414476871490479
5x5,100.0,0.7411208152770996
5x5,100.0,0.7375929355621338
5x5,100.0,0.7384610176086426
5x5,100.0,0.744401216506958
5x5,100.0,0.7333695888519287
5x5,100.0,0.7358546257019043
5x5,100.0,0.7344253063201904
5x5,100.0,0.7279496192932129
5x5,100.0,0.7353215217590332
5x5,100.0,0.7425394058227539
5x5,100.0,0.7148256301879883
5x5,100.0,0.7347519397735596
5x5,100.0,0.7368700504302979
5x5,100.0,0.7267818450927734
5x5,100.0,0.7202720642089844
5x5,100.0,0.7444872856140137
5x5,100.0,0.7317440509796143
5x5,100.0,0.734910249710083
5x5,100.0,0.7383475303649902
5x5,100.0,0.716296911239624
5x5,100.0,0.7329292297363281
5x5,100.0,0.7416777610778809
5x5,100.0,0.7333643436431885
5x5,100.0,0.7394967079162598
5x5,100.0,0.7230069637298584
5x5,100.0,0.7511594295501709
5x5,100.0,0.735767126083374
5x5,100.0,0.7460634708404541
5x5,100.0,0.747683048248291
5x5,100.0,0.7455751895904541
5x5,100.0,0.750601053237915
5x5,100.0,0.7433450222015381
10x10,100.0,16.08128023147583
10x10,100.0,14.395225286483765
10x10,100.0,14.4220712184906
10x10,100.0,13.735527753829956
10x10,100.0,13.901401281356812
10x10,100.0,13.680137395858765
10x10,100.0,13.351351499557495
10x10,100.0,14.366281747817993
10x10,100.0,13.887519121170044
10x10,100.0,13.476950645446777
10x10,100.0,13.835007905960083
10x10,100.0,13.847452878952026
10x10,100.0,13.540327787399292
10x10,100.0,14.424155712127686
10x10,100.0,13.731571435928345
10x10,100.0,13.342032670974731
10x10,100.0,13.976587772369385
10x10,100.0,13.975457906723022
10x10,100.0,13.626911640167236
10x10,100.0,13.388883113861084
10x10,100.0,13.613195657730103
10x10,100.0,13.366016864776611
10x10,100.0,14.01557970046997
10x10,100.0,13.704071044921875
10x10,100.0,13.696558952331543
10x10,100.0,13.839205265045166
10x10,100.0,13.638901233673096
10x10,100.0,13.334145307540894
10x10,100.0,13.456155061721802
10x10,100.0,13.858875513076782
10x10,100.0,13.280885696411133
10x10,100.0,13.595768690109253
10x10,100.0,13.523322582244873
10x10,100.0,13.945541620254517
10x10,100.0,14.296128273010254
10x10,100.0,14.012236833572388
10x10,100.0,13.864339828491211
10x10,100.0,13.38582468032837
10x10,100.0,13.688741207122803
10x10,100.0,14.211102962493896
10x10,100.0,13.48765516281128
10x10,100.0,13.715482711791992
10x10,100.0,13.27942180633545
10x10,100.0,14.38025188446045
10x10,100.0,13.742802619934082
10x10,100.0,13.551607847213745
10x10,100.0,13.52397346496582
10x10,100.0,13.892555236816406
10x10,100.0,13.962747812271118
10x10,100.0,14.230978965759277
10x10,100.0,13.584669351577759
10x10,100.0,13.936143159866333
10x10,100.0,13.199257135391235
10x10,100.0,12.937723398208618
10x10,100.0,13.279481410980225
10x10,100.0,14.262683391571045
10x10,100.0,13.404582977294922
10x10,100.0,13.630016088485718
10x10,100.0,13.423469066619873
10x10,100.0,14.331509590148926
10x10,100.0,13.98261833190918
10x10,100.0,13.088916540145874
10x10,100.0,14.29023265838623
10x10,100.0,14.009813070297241
10x10,100.0,13.400778532028198
10x10,100.0,13.744802474975586
10x10,100.0,14.065951824188232
10x10,100.0,13.344528436660767
10x10,100.0,13.263169765472412
10x10,100.0,14.313577651977539
10x10,100.0,14.353645324707031
10x10,100.0,13.552560091018677
10x10,100.0,14.126974821090698
10x10,100.0,14.131848573684692
10x10,100.0,13.941340923309326
10x10,100.0,14.117109298706055
10x10,87.5,14.207870483398438
10x10,87.5,13.897187948226929
10x10,87.5,13.885115623474121
10x10,87.5,14.301765441894531
10x10,87.5,14.511833906173706
10x10,87.5,14.008270502090454
10x10,87.5,13.854791402816772
10x10,87.5,13.944492101669312
10x10,0.0,13.39214277267456
10x10,0.0,12.946041822433472
10x10,0.0,12.98505449295044
10x10,0.0,13.396541833877563
10x10,0.0,13.020216941833496
10x10,0.0,13.16274118423462
10x10,0.0,13.025787591934204
10x10,0.0,12.959011554718018
10x10,0.0,13.619836568832397
10x10,0.0,13.54009747505188
10x10,0.0,12.894980669021606
10x10,0.0,12.862304449081421
10x10,75.0,13.77375841140747
10x10,85.71428571428571,13.983053922653198
10x10,83.33333333333334,13.110054969787598
10x10,83.33333333333334,13.437189817428589
