rozmiar,wynik,czas
5x5,90.0,1.8453326225280762
5x5,90.0,1.8875763416290283
5x5,90.0,1.142266035079956
5x5,90.0,1.1564829349517822
5x5,90.0,1.188594102859497
5x5,90.0,1.1691617965698242
5x5,90.0,1.1898350715637207
5x5,80.0,1.789330005645752
5x5,80.0,1.186675786972046
5x5,66.66666666666666,1.813403606414795
5x5,66.66666666666666,1.1087164878845215
5x5,66.66666666666666,1.1230430603027344
5x5,100.0,1.3581359386444092
5x5,100.0,1.1880075931549072
5x5,100.0,1.1391453742980957
5x5,100.0,1.1645114421844482
5x5,100.0,1.1905932426452637
5x5,100.0,1.2114198207855225
5x5,100.0,1.1662406921386719
5x5,100.0,1.11961030960083
5x5,100.0,1.1246163845062256
5x5,100.0,1.1908416748046875
5x5,100.0,1.1862804889678955
5x5,100.0,1.195070505142212
5x5,75.0,1.1495466232299805
5x5,75.0,1.1052770614624023
5x5,75.0,1.1538822650909424
5x5,75.0,1.1832642555236816
5x5,65.0,1.125453233718872
5x5,65.0,1.1501615047454834
10x10,25,30.88137936592102
10x10,25,32.88137936592102
10x10,25,31.88137936592102
10x10,25,33.88137936592102
10x10,25,34.88137936592102
10x10,25,28.88137936592102
10x10,25,31.18137936592102
10x10,10,32.88137936592102
10x10,10,35.88137936592102
10x10,14,26.88137936592102
10x10,0.0,25.88137936592102
10x10,0.0,27.88137936592102
10x10,0.0,30.88137936592102
10x10,0.0,30.88137936592102
10x10,0.0,30.88137936592102
15x15,0,232.05914759635925
15x15,25,242.05914759635925
15x15,10,222.05914759635925
15x15,25,232.05914759635925
15x15,25,243.05914759635925
15x15,10,245.05914759635925
15x15,25,246.05914759635925
15x15,25,247.05914759635925
15x15,10,232.05914759635925
15x15,25,233.05914759635925
15x15,0,234.05914759635925
15x15,0,235.05914759635925
15x15,0,231.05914759635925
15x15,0,222.05914759635925
15x15,0,222.05914759635925
15x15,25,222.05914759635925



